CEF,NE,CM,NM,AGEB,CMZ,PT,PF,P_0_2,PF_0_2,P_3_MAS,PF_3_MAS,P_5_MAS,PF_5_MAS,P_12_MAS,PF_12_MAS,P_15_MAS,PF_15_MAS,P_18_MAS,PF_18_MAS,P_3_5,PF_3_5,P_6_11,PF_6_11,P_8_14,PF_8_14,P_12_14,PF_12_14,P_15_17,PF_15_17,P_18_24,PF_18_24,PF_15_49,P_60_MAS,PF_60_MAS,RMF,P_0_14,P_15_64,P_65_100,THC,HCRF,HCRM,PHC,PHCRF
19,Nuevo León,46,San Nicolás de los Garza,76,15,82,44,NaN,0,81,44,79,43,76,40,76,40,71,36,NaN,NaN,3,3,NaN,NaN,0,0,5,4,10,5,19,26,16,86.36,6,53,23,29,13,16,82,29
19,Nuevo León,46,San Nicolás de los Garza,76,16,119,69,3,NaN,116,67,113,64,108,62,106,62,97,57,3,3,5,NaN,6,NaN,NaN,0,9,5,18,9,32,31,19,72.46,13,81,25,35,11,24,119,34
19,Nuevo León,46,San Nicolás de los Garza,76,17,21,9,0,0,21,9,21,9,20,9,19,9,19,9,NaN,0,0,0,NaN,0,NaN,0,0,0,4,NaN,4,8,5,133.33,NaN,14,5,6,3,3,21,9
19,Nuevo León,46,San Nicolás de los Garza,76,18,89,43,4,NaN,85,42,83,42,78,39,77,39,77,39,NaN,0,5,3,5,NaN,NaN,0,0,0,15,10,27,21,10,106.98,12,57,20,28,7,21,89,17
19,Nuevo León,46,San Nicolás de los Garza,76,20,114,64,NaN,0,113,64,110,63,101,59,95,54,92,51,4,NaN,8,3,9,5,6,5,3,3,15,6,29,27,18,78.13,19,74,21,29,14,15,114,54
19,Nuevo León,46,San Nicolás de los Garza,76,21,75,39,3,NaN,72,38,70,37,65,35,65,35,63,33,NaN,NaN,5,NaN,5,NaN,0,0,NaN,NaN,9,5,16,17,11,92.31,10,49,16,25,11,14,75,32
19,Nuevo León,46,San Nicolás de los Garza,76,22,127,64,5,NaN,122,63,119,61,112,57,110,57,108,55,3,NaN,7,4,6,3,NaN,0,NaN,NaN,12,5,25,43,23,98.44,17,73,37,45,16,29,127,44
19,Nuevo León,46,San Nicolás de los Garza,76,23,46,26,0,0,46,26,45,25,41,23,38,20,35,18,NaN,NaN,4,NaN,6,5,3,3,3,NaN,NaN,0,10,15,8,76.92,8,28,10,13,3,10,46,6
19,Nuevo León,46,San Nicolás de los Garza,76,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,76,25,70,41,3,NaN,67,39,66,38,60,35,57,33,54,32,NaN,NaN,6,3,8,4,3,NaN,3,NaN,4,NaN,14,18,11,70.73,13,47,10,21,8,13,70,20
19,Nuevo León,46,San Nicolás de los Garza,76,26,50,27,NaN,0,49,27,48,26,44,24,44,24,41,22,NaN,NaN,4,NaN,3,NaN,0,0,3,NaN,6,3,12,12,6,85.19,6,33,11,17,6,11,50,21
19,Nuevo León,46,San Nicolás de los Garza,76,28,20,11,0,0,20,11,20,11,20,11,20,11,19,11,0,0,0,0,0,0,0,0,NaN,0,3,NaN,NaN,10,6,81.82,0,13,7,7,5,NaN,20,17
19,Nuevo León,46,San Nicolás de los Garza,76,29,78,40,3,NaN,75,38,75,38,71,35,69,34,64,32,0,0,4,3,4,NaN,NaN,NaN,5,NaN,10,5,18,17,9,95,9,56,13,20,5,15,78,17
19,Nuevo León,46,San Nicolás de los Garza,76,30,120,60,3,NaN,117,58,116,57,106,51,102,48,99,47,3,NaN,8,5,10,7,4,3,3,NaN,12,5,18,30,15,100,18,76,26,34,12,22,120,42
19,Nuevo León,46,San Nicolás de los Garza,76,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,76,32,119,54,3,NaN,116,53,115,53,113,51,109,51,105,48,NaN,NaN,NaN,NaN,5,NaN,4,0,4,3,16,8,23,35,19,120.37,10,82,27,37,13,24,119,51
19,Nuevo León,46,San Nicolás de los Garza,76,33,163,81,3,0,160,81,156,79,146,71,144,70,135,66,4,NaN,10,8,8,6,NaN,NaN,9,4,25,9,34,32,14,101.23,19,123,21,50,15,35,163,47
19,Nuevo León,46,San Nicolás de los Garza,76,37,65,32,3,NaN,62,31,61,30,58,28,57,27,55,26,NaN,NaN,3,NaN,3,NaN,NaN,NaN,NaN,NaN,6,NaN,10,22,11,103.13,8,36,21,20,6,14,65,19
19,Nuevo León,46,San Nicolás de los Garza,76,38,57,26,NaN,NaN,56,25,56,25,54,24,51,22,48,22,0,0,NaN,NaN,4,NaN,3,NaN,3,0,7,NaN,10,18,11,119.23,6,36,15,18,7,11,57,24
19,Nuevo León,46,San Nicolás de los Garza,76,39,49,23,NaN,NaN,48,22,46,22,44,22,42,21,40,20,NaN,0,NaN,0,4,NaN,NaN,NaN,NaN,NaN,4,NaN,10,15,9,113.04,7,28,14,17,5,12,49,10
19,Nuevo León,46,San Nicolás de los Garza,76,40,40,21,NaN,NaN,39,20,37,18,37,18,36,17,36,17,NaN,NaN,0,0,NaN,NaN,NaN,NaN,0,0,3,NaN,5,21,12,90.48,4,20,16,14,3,11,40,5
19,Nuevo León,46,San Nicolás de los Garza,76,41,63,34,NaN,NaN,61,33,61,33,51,29,47,26,47,26,NaN,0,8,4,11,7,4,3,0,0,5,3,15,19,9,85.29,16,30,17,16,NaN,14,63,6
19,Nuevo León,46,San Nicolás de los Garza,76,42,81,41,0,0,81,41,80,40,77,39,71,36,71,36,NaN,NaN,NaN,NaN,8,4,6,3,0,0,8,5,18,33,17,97.56,10,42,29,24,6,18,81,22
19,Nuevo León,46,San Nicolás de los Garza,76,43,84,41,NaN,NaN,82,39,80,38,66,31,64,31,59,28,NaN,NaN,14,7,11,5,NaN,0,5,3,5,NaN,19,20,10,104.88,20,46,18,19,6,13,84,21
19,Nuevo León,46,San Nicolás de los Garza,76,44,31,15,0,0,31,15,31,15,31,15,31,15,30,15,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,8,8,NaN,106.67,0,26,5,21,9,12,31,15
19,Nuevo León,46,San Nicolás de los Garza,76,46,67,38,NaN,NaN,66,37,64,36,56,32,52,29,49,28,4,NaN,6,4,9,7,4,3,3,NaN,5,5,18,15,8,76.32,15,43,9,19,6,13,67,18
19,Nuevo León,46,San Nicolás de los Garza,76,47,87,45,NaN,0,86,45,84,44,76,42,73,39,69,37,4,NaN,6,NaN,8,5,3,3,4,NaN,16,9,24,15,9,93.33,14,62,11,24,6,18,87,19
19,Nuevo León,46,San Nicolás de los Garza,76,48,188,103,5,5,183,98,181,98,168,94,162,92,152,87,4,NaN,11,3,16,4,6,NaN,10,5,17,13,53,38,20,82.52,26,138,24,55,16,39,188,51
19,Nuevo León,46,San Nicolás de los Garza,76,51,30,16,0,0,30,16,29,16,27,15,26,14,22,11,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,4,3,4,NaN,10,7,4,87.5,4,20,6,8,3,5,30,16
19,Nuevo León,46,San Nicolás de los Garza,76,52,30,15,NaN,NaN,29,14,29,14,29,14,29,14,29,14,0,0,0,0,0,0,0,0,0,0,0,0,4,13,8,100,NaN,18,11,23,9,14,30,11
19,Nuevo León,46,San Nicolás de los Garza,76,55,68,34,NaN,NaN,66,33,64,32,58,28,57,27,56,27,NaN,NaN,6,4,6,4,NaN,NaN,NaN,0,NaN,0,11,24,12,100,11,40,17,19,7,12,68,26
19,Nuevo León,46,San Nicolás de los Garza,76,56,48,24,NaN,0,47,24,47,24,46,23,42,23,39,22,0,0,NaN,NaN,5,NaN,4,0,3,NaN,4,3,11,9,6,100,6,35,7,18,6,12,48,11
19,Nuevo León,46,San Nicolás de los Garza,76,57,41,19,3,NaN,38,18,37,17,36,17,36,17,34,17,NaN,NaN,0,0,0,0,0,0,NaN,0,NaN,NaN,5,23,12,115.79,5,18,18,15,5,10,41,15
19,Nuevo León,46,San Nicolás de los Garza,76,60,66,31,NaN,NaN,64,30,63,30,60,29,59,28,58,28,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,9,NaN,13,19,11,112.9,7,45,14,17,7,10,66,22
19,Nuevo León,46,San Nicolás de los Garza,95,1,20,8,0,0,20,8,20,8,17,8,15,7,15,7,0,0,3,0,4,NaN,NaN,NaN,0,0,0,0,NaN,5,3,150,5,12,3,6,NaN,4,20,6
19,Nuevo León,46,San Nicolás de los Garza,95,2,13,7,0,0,13,7,12,7,12,7,11,7,10,6,NaN,0,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,5,3,NaN,85.71,NaN,9,NaN,3,0,3,13,0
19,Nuevo León,46,San Nicolás de los Garza,95,3,10,5,0,0,10,5,10,5,10,5,10,5,9,4,0,0,0,0,0,0,0,0,NaN,NaN,0,0,NaN,6,NaN,100,0,7,3,5,NaN,4,10,NaN
19,Nuevo León,46,San Nicolás de los Garza,95,4,36,20,0,0,36,20,35,20,30,19,29,18,27,17,NaN,0,5,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,12,7,80,7,18,11,12,4,8,36,10
19,Nuevo León,46,San Nicolás de los Garza,95,5,32,22,0,0,32,22,32,22,32,22,32,22,32,22,0,0,0,0,0,0,0,0,0,0,4,4,13,8,6,45.45,0,26,6,13,7,6,32,16
19,Nuevo León,46,San Nicolás de los Garza,95,6,20,11,0,0,20,11,20,11,20,11,19,10,16,8,0,0,0,0,NaN,NaN,NaN,NaN,3,NaN,3,NaN,8,4,NaN,81.82,NaN,16,3,7,NaN,5,20,8
19,Nuevo León,46,San Nicolás de los Garza,95,7,26,15,0,0,26,15,25,14,24,13,24,13,24,13,NaN,NaN,NaN,NaN,0,0,0,0,0,0,5,3,5,6,5,73.33,NaN,18,6,10,5,5,26,15
19,Nuevo León,46,San Nicolás de los Garza,95,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,95,9,20,10,0,0,20,10,19,10,19,10,18,10,18,10,NaN,0,0,0,NaN,0,NaN,0,0,0,NaN,NaN,4,8,4,100,NaN,14,4,7,3,4,20,6
19,Nuevo León,46,San Nicolás de los Garza,95,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,95,11,7,3,0,0,7,3,7,3,7,3,7,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NaN,133.33,0,3,4,4,NaN,3,7,NaN
19,Nuevo León,46,San Nicolás de los Garza,95,12,16,11,0,0,16,11,15,11,14,10,14,10,13,9,NaN,0,NaN,NaN,0,0,0,0,NaN,NaN,5,3,6,3,3,45.45,NaN,13,NaN,5,4,NaN,16,11
19,Nuevo León,46,San Nicolás de los Garza,95,13,24,16,0,0,24,16,24,16,24,16,23,16,23,16,0,0,0,0,NaN,0,NaN,0,0,0,NaN,0,NaN,18,14,50,NaN,7,16,5,4,NaN,10,7
19,Nuevo León,46,San Nicolás de los Garza,95,14,44,29,NaN,0,43,29,43,29,40,28,38,27,37,27,NaN,0,NaN,NaN,3,NaN,NaN,NaN,NaN,0,5,4,12,13,10,51.72,6,26,12,12,6,6,44,17
19,Nuevo León,46,San Nicolás de los Garza,95,15,37,19,NaN,NaN,36,18,36,18,32,17,31,17,31,17,0,0,4,NaN,3,NaN,NaN,0,0,0,NaN,NaN,9,6,3,94.74,6,25,6,14,6,8,37,14
19,Nuevo León,46,San Nicolás de los Garza,95,16,15,5,0,0,15,5,15,5,14,4,14,4,14,4,0,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,200,NaN,13,NaN,6,NaN,5,15,4
19,Nuevo León,46,San Nicolás de los Garza,95,17,29,14,NaN,NaN,28,13,28,13,28,13,26,13,24,12,0,0,0,0,NaN,0,NaN,0,NaN,NaN,7,NaN,8,6,3,107.14,3,21,5,9,5,4,29,14
19,Nuevo León,46,San Nicolás de los Garza,95,18,56,29,NaN,0,55,29,55,29,52,27,46,24,45,24,0,0,3,NaN,9,5,6,3,NaN,0,6,NaN,10,17,9,93.1,10,32,14,18,4,14,56,5
19,Nuevo León,46,San Nicolás de los Garza,95,19,26,12,0,0,26,12,26,12,25,12,23,12,22,12,0,0,NaN,0,3,0,NaN,0,NaN,0,NaN,0,5,4,4,116.67,3,20,3,8,5,3,26,16
19,Nuevo León,46,San Nicolás de los Garza,95,20,10,6,0,0,10,6,10,6,10,6,10,6,10,6,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,6,4,66.67,0,5,5,6,4,NaN,10,5
19,Nuevo León,46,San Nicolás de los Garza,95,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,95,22,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Nuevo León,46,San Nicolás de los Garza,95,23,15,7,0,0,15,7,14,7,13,7,13,7,13,7,NaN,0,NaN,0,0,0,0,0,0,0,0,0,NaN,9,5,114.29,NaN,8,5,7,NaN,5,15,NaN
19,Nuevo León,46,San Nicolás de los Garza,95,24,52,22,3,NaN,49,20,48,19,43,17,41,17,39,17,3,NaN,3,NaN,4,NaN,NaN,0,NaN,0,3,NaN,11,12,4,136.36,11,34,7,19,4,15,52,13
19,Nuevo León,46,San Nicolás de los Garza,95,25,51,25,NaN,0,50,25,50,25,48,24,45,23,44,23,0,0,NaN,NaN,4,NaN,3,NaN,NaN,0,3,NaN,11,13,6,104,6,34,11,18,5,13,51,11
19,Nuevo León,46,San Nicolás de los Garza,95,26,29,12,NaN,NaN,28,11,26,10,26,10,26,10,25,9,NaN,NaN,0,0,0,0,0,0,NaN,NaN,4,NaN,6,8,3,141.67,3,21,5,9,NaN,7,29,8
19,Nuevo León,46,San Nicolás de los Garza,95,27,27,13,0,0,27,13,26,12,22,11,21,10,21,10,NaN,NaN,4,NaN,5,NaN,NaN,NaN,0,0,0,0,6,6,NaN,107.69,6,15,6,12,3,9,27,6
19,Nuevo León,46,San Nicolás de los Garza,95,28,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Nuevo León,46,San Nicolás de los Garza,95,29,14,8,0,0,14,8,13,7,13,7,12,7,12,7,NaN,NaN,0,0,NaN,0,NaN,0,0,0,NaN,NaN,3,6,4,75,NaN,6,6,4,NaN,3,14,NaN
19,Nuevo León,46,San Nicolás de los Garza,95,30,6,4,0,0,6,4,6,4,5,4,5,4,5,4,0,0,NaN,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,50,NaN,3,NaN,4,3,NaN,6,3
19,Nuevo León,46,San Nicolás de los Garza,95,31,33,14,0,0,33,14,33,14,33,14,33,14,28,11,0,0,0,0,0,0,0,0,5,3,NaN,0,7,13,5,135.71,0,22,11,11,4,7,33,12
19,Nuevo León,46,San Nicolás de los Garza,95,32,22,10,0,0,22,10,21,10,19,9,18,9,18,9,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0,3,10,5,120,4,11,7,9,NaN,7,22,4
19,Nuevo León,46,San Nicolás de los Garza,95,33,57,30,NaN,0,56,30,55,30,52,28,51,27,49,27,NaN,0,NaN,NaN,3,3,NaN,NaN,NaN,0,5,NaN,14,12,9,90,6,45,6,20,8,12,57,19
19,Nuevo León,46,San Nicolás de los Garza,95,34,75,39,4,NaN,71,37,69,36,64,35,62,33,58,29,NaN,NaN,5,NaN,6,3,NaN,NaN,4,4,14,7,21,12,7,92.31,13,53,9,25,9,16,75,24
19,Nuevo León,46,San Nicolás de los Garza,95,35,21,11,0,0,21,11,21,11,19,10,19,10,17,8,0,0,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,0,5,9,4,90.91,NaN,12,7,9,5,4,21,13
19,Nuevo León,46,San Nicolás de los Garza,95,36,14,7,0,0,14,7,14,7,14,7,14,7,14,7,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN,10,6,100,0,6,8,6,3,3,14,4
19,Nuevo León,46,San Nicolás de los Garza,95,37,18,7,0,0,18,7,18,7,17,6,16,6,16,6,0,0,NaN,NaN,NaN,NaN,NaN,0,0,0,3,NaN,3,6,3,157.14,NaN,11,5,4,NaN,NaN,18,12
19,Nuevo León,46,San Nicolás de los Garza,95,38,63,34,3,NaN,60,32,58,31,50,27,46,26,44,24,3,NaN,7,3,10,3,4,NaN,NaN,NaN,9,5,17,8,4,85.29,17,38,8,18,9,9,63,28
19,Nuevo León,46,San Nicolás de los Garza,95,39,77,35,NaN,0,76,35,73,34,64,30,60,27,57,25,6,3,6,NaN,9,5,4,3,3,NaN,5,NaN,12,21,10,120,17,45,15,24,4,20,77,10
19,Nuevo León,46,San Nicolás de los Garza,95,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,95,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,95,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,95,43,17,9,0,0,17,9,17,9,17,9,16,8,16,8,0,0,0,0,NaN,NaN,NaN,NaN,0,0,NaN,NaN,4,7,3,88.89,NaN,10,6,4,0,4,17,0
19,Nuevo León,46,San Nicolás de los Garza,95,44,33,13,0,0,33,13,33,13,29,11,27,10,27,10,0,0,4,NaN,5,NaN,NaN,NaN,0,0,4,NaN,5,10,5,153.85,6,22,5,15,NaN,14,33,NaN
19,Nuevo León,46,San Nicolás de los Garza,95,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,95,46,55,25,NaN,0,54,25,54,25,51,25,50,25,44,21,0,0,3,0,4,0,NaN,0,6,4,4,NaN,12,16,9,120,5,39,11,17,5,12,55,19
19,Nuevo León,46,San Nicolás de los Garza,95,47,68,38,3,3,65,35,63,34,60,32,58,32,58,32,NaN,NaN,3,NaN,3,NaN,NaN,0,0,0,12,9,18,13,7,78.95,10,48,10,17,4,13,68,19
19,Nuevo León,46,San Nicolás de los Garza,95,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,95,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,95,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,108,1,54,29,0,0,54,29,52,28,48,24,44,22,40,20,NaN,NaN,4,4,7,5,4,NaN,4,NaN,7,NaN,14,8,5,86.21,10,41,3,20,5,15,54,19
19,Nuevo León,46,San Nicolás de los Garza,108,2,70,35,NaN,NaN,69,34,68,33,64,33,60,31,57,31,NaN,NaN,4,0,7,NaN,4,NaN,3,0,9,7,16,12,8,100,10,51,9,27,9,18,70,25
19,Nuevo León,46,San Nicolás de los Garza,108,3,65,28,4,NaN,61,26,61,26,55,23,52,22,50,22,0,0,6,3,7,3,3,NaN,NaN,0,14,6,11,10,4,132.14,13,43,9,13,3,10,65,16
19,Nuevo León,46,San Nicolás de los Garza,108,4,56,25,NaN,0,54,25,54,25,51,24,51,24,48,22,NaN,0,NaN,NaN,NaN,NaN,0,0,3,NaN,3,NaN,12,12,6,124,5,41,10,24,6,18,56,9
19,Nuevo León,46,San Nicolás de los Garza,108,5,61,34,0,0,61,34,59,32,56,30,55,30,53,29,NaN,NaN,3,NaN,4,NaN,NaN,0,NaN,NaN,8,6,16,16,9,79.41,6,46,9,21,9,12,61,22
19,Nuevo León,46,San Nicolás de los Garza,108,6,48,23,3,NaN,45,22,44,22,39,18,39,18,38,18,NaN,NaN,4,3,NaN,NaN,0,0,NaN,0,12,NaN,11,6,4,108.7,9,35,4,12,3,9,48,11
19,Nuevo León,46,San Nicolás de los Garza,108,7,9,6,0,0,9,6,9,6,9,6,8,5,7,5,0,0,0,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,3,3,50,NaN,5,3,3,NaN,NaN,9,NaN
19,Nuevo León,46,San Nicolás de los Garza,108,8,45,24,NaN,NaN,43,23,43,23,39,20,38,20,37,20,NaN,NaN,3,NaN,3,NaN,NaN,0,NaN,0,5,NaN,10,16,9,87.5,7,26,12,17,5,12,45,8
19,Nuevo León,46,San Nicolás de los Garza,108,9,58,31,NaN,0,57,31,54,28,51,25,49,23,47,23,3,3,3,3,5,5,NaN,NaN,NaN,0,8,3,11,12,8,87.1,9,39,10,20,6,14,58,21
19,Nuevo León,46,San Nicolás de los Garza,108,10,25,14,0,0,25,14,25,14,25,14,25,14,22,11,0,0,0,0,0,0,0,0,3,3,4,NaN,6,6,3,78.57,0,22,3,11,NaN,9,25,NaN
19,Nuevo León,46,San Nicolás de los Garza,108,11,62,39,NaN,NaN,61,38,61,38,59,36,57,35,55,33,0,0,NaN,NaN,4,3,NaN,NaN,NaN,NaN,4,NaN,13,34,22,58.97,5,26,31,16,3,13,42,6
19,Nuevo León,46,San Nicolás de los Garza,108,12,45,22,NaN,NaN,43,20,43,20,38,18,38,18,37,17,0,0,5,NaN,NaN,0,0,0,NaN,NaN,7,NaN,8,13,6,104.55,7,30,8,15,6,9,45,23
19,Nuevo León,46,San Nicolás de los Garza,108,13,33,18,0,0,33,18,32,17,31,16,28,13,28,13,NaN,NaN,NaN,NaN,4,4,3,3,0,0,6,NaN,9,7,4,83.33,5,23,5,13,5,8,33,13
19,Nuevo León,46,San Nicolás de los Garza,108,14,24,12,NaN,0,23,12,22,12,21,11,20,11,20,11,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,NaN,0,5,9,5,100,4,11,9,8,NaN,7,24,NaN
19,Nuevo León,46,San Nicolás de los Garza,108,15,58,33,0,0,58,33,57,32,57,32,56,32,55,31,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,12,6,12,20,14,75.76,NaN,44,12,22,10,12,58,28
19,Nuevo León,46,San Nicolás de los Garza,108,16,40,23,NaN,0,39,23,38,23,37,23,36,23,34,21,NaN,0,NaN,0,NaN,0,NaN,0,NaN,NaN,4,3,14,9,6,73.91,4,29,7,12,4,8,40,8
19,Nuevo León,46,San Nicolás de los Garza,108,17,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Nuevo León,46,San Nicolás de los Garza,108,18,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Nuevo León,46,San Nicolás de los Garza,108,19,56,32,5,3,51,29,49,28,45,25,43,24,42,23,3,NaN,3,NaN,4,NaN,NaN,NaN,NaN,NaN,9,4,15,7,3,75,13,37,6,18,6,12,56,14
19,Nuevo León,46,San Nicolás de los Garza,108,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,108,21,49,27,NaN,NaN,47,26,47,26,47,26,46,25,44,24,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,9,13,7,81.48,3,40,6,18,10,8,49,21
19,Nuevo León,46,San Nicolás de los Garza,108,22,66,27,NaN,0,65,27,65,27,57,25,55,24,55,24,NaN,NaN,6,NaN,6,NaN,NaN,NaN,0,0,10,NaN,12,13,9,144.44,11,49,6,33,11,22,66,21
19,Nuevo León,46,San Nicolás de los Garza,108,23,41,26,NaN,0,40,26,38,25,32,21,31,20,31,20,NaN,NaN,6,4,4,3,NaN,NaN,0,0,NaN,0,10,11,7,57.69,10,20,11,15,6,9,41,15
19,Nuevo León,46,San Nicolás de los Garza,108,24,91,47,3,NaN,88,46,87,46,78,39,75,38,74,37,NaN,NaN,8,6,7,3,3,NaN,NaN,NaN,11,7,19,16,8,93.62,16,62,13,35,8,27,91,18
19,Nuevo León,46,San Nicolás de los Garza,108,25,57,24,NaN,0,55,24,55,24,54,23,53,22,51,22,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3,NaN,7,13,9,137.5,4,43,10,29,12,17,57,24
19,Nuevo León,46,San Nicolás de los Garza,108,26,88,46,3,NaN,85,44,83,43,75,37,75,37,74,36,3,NaN,7,6,3,3,0,0,NaN,NaN,11,5,19,23,12,91.3,13,59,16,27,8,19,88,26
19,Nuevo León,46,San Nicolás de los Garza,108,27,60,32,0,0,60,32,60,32,55,28,51,27,48,25,0,0,5,4,8,4,4,NaN,3,NaN,4,NaN,11,23,11,87.5,9,37,14,21,9,12,60,20
19,Nuevo León,46,San Nicolás de los Garza,108,28,39,17,0,0,39,17,38,17,37,17,37,17,37,17,NaN,0,0,0,0,0,0,0,0,0,12,6,10,3,NaN,129.41,NaN,34,3,20,9,11,39,17
19,Nuevo León,46,San Nicolás de los Garza,108,29,28,14,0,0,28,14,27,13,25,12,25,12,24,12,NaN,NaN,NaN,NaN,0,0,0,0,NaN,0,3,NaN,6,6,3,100,3,20,5,12,6,6,28,17
19,Nuevo León,46,San Nicolás de los Garza,108,30,121,59,NaN,NaN,120,58,119,58,115,56,115,56,109,52,NaN,0,3,NaN,NaN,NaN,0,0,6,4,17,6,30,24,11,105.08,6,98,17,43,15,28,121,40
19,Nuevo León,46,San Nicolás de los Garza,108,31,111,66,4,NaN,101,61,99,59,95,58,94,58,89,55,NaN,NaN,4,NaN,5,NaN,NaN,0,5,3,12,6,24,31,21,68.18,11,65,29,33,14,19,111,40
19,Nuevo León,46,San Nicolás de los Garza,108,32,17,8,0,0,17,8,17,8,17,8,16,8,14,8,0,0,0,0,NaN,0,NaN,0,NaN,0,NaN,NaN,3,4,3,112.5,NaN,13,3,5,NaN,3,17,6
19,Nuevo León,46,San Nicolás de los Garza,108,33,65,32,3,NaN,62,30,61,30,56,29,54,28,53,27,NaN,0,5,NaN,6,NaN,NaN,NaN,NaN,NaN,5,NaN,11,14,8,103.13,11,42,12,25,10,15,65,25
